artwork - HAUTEUR,artwork - TITRE,artwork - UNIQUE_KEY,artwork - URL,artwork - IMG_DIRECT_ACCESS,artwork - DISPLAY_DENOMINATION,artwork - DISPLAY_LIEU_CONSERV,artwork - DISPLAY_MATIERE,artwork - DISPLAY_DATE_EXE_TXT,artwork - LARGEUR,artwork - DISPLAY_PERSONNE_AUTEUR,artwork - DISPLAY_TECHNIQUE,artwork - DISPLAY_ROLE_AUTEUR
650,"Madeleine de Savoie, épouse d'Anne de Montmorency, présentée par sainte Apolline et ses quatre filles",145986,https://agorha.inha.fr/inhaprod/ark:/54721/003145986,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0004/folder_0172/elem_0077/FR60_0002_MUS_145986_0209_low.jpg,verrière,Musée Condé (Chantilly),verre/plomb/grisaille sur verre,16e siècle,150,Dumonstier - Geoffroy - peintre/graveur/enlumineur - Vers 1500 - 15 octobre 1573 - Vers 1500 - 15 octobre 1573 - Du Monstier - Gieuffroy,vitrail,attribué à
"0,34","Marie des Landes, épouse du président de Lamoignon, bienfaitrice des pauvres, enterrée par les pauvres de sa paroisse",228224,https://agorha.inha.fr/inhaprod/ark:/54721/003228224,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0004/folder_0108/elem_0120/FR10_0024_MUS_228224_0002_low.jpg,bas-relief,Musée des Beaux-Arts et d’Archéologie (Troyes),marbre,Vers 1655,"1,6",Girardon - François - sculpteur/historien.ne de l'art/collectionneur - 17 mars 1628 - 1er septembre 1715 - 17 mars 1628 - 1er septembre 1715,,
,La sépulture d'un mort,,,,,,,,,,,
"1,38","Gasparde de la Châtre (+ 1616), seconde femme de Jacques-Auguste de Thou",135206,https://agorha.inha.fr/inhaprod/ark:/54721/003135206,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0004/folder_0021/elem_0094/FR75_0016_MUS_135206_0099_low.jpg,statue/priant,Département des sculptures du musée du Louvre (Paris),marbre,Avant 1647,"1,13",Anguier - François - sculpteur - 1604 - 8 août 1669 - 1604 - 8 août 1669,taillé,
"2,06",Le Baptême du Christ,135930,https://agorha.inha.fr/inhaprod/ark:/54721/003135930,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0003/folder_0120/elem_0203/FR75_0004_REL_135930_0014_low.jpg,groupe relié,Eglise Saint-Roch (Paris),marbre blanc,1731,"1,96",Lemoyne - Jean-Baptiste - sculpteur - 1679 - 1731 - 1679 - 1731 - Ier - Lemoyne - le vieux - Jean-Baptiste,taillé,
"1,37",Victoire,135625,https://agorha.inha.fr/inhaprod/ark:/54721/003135625,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0004/folder_0108/elem_0055/FR75_0002_MUS_135625_1498_low.jpg,relief,Musée du Louvre (Paris),plâtre,1798 - 1816,"1,39",Cellini - Benvenuto - orfèvre/sculpteur - 3 novembre 1500 - 14 février 1571 - 3 novembre 1500 - 14 février 1571,,d'après
"0,83",Le cardinal de Richelieu (1585-1642),135623,https://agorha.inha.fr/inhaprod/ark:/54721/003135623,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0003/folder_0143/elem_0103/FR75_0002_MUS_135623_1017_low.jpg,buste,Département des sculptures du musée du Louvre (Paris),marbre,1640 - 1641,"0,7",Bernini - Gian Lorenzo - peintre/architecte/sculpteur - 1598 - 1680 - 1598 - 1680 - Bernin - Le,taillé,de
"1,25",La Justice,147316,https://agorha.inha.fr/inhaprod/ark:/54721/003147316,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0004/folder_0172/elem_0019/FR75_0043_ADM_147316_0093_low.jpg,relief,Ecole nationale supérieure des beaux-arts (Paris),marbre blanc,Après 1608,"0,65",Jacquet - Mathieu - sculpteur - Vers 1545 - Vers 1611 - Vers 1545 - Vers 1611 - Grenoble - Mathieu Jacquet de,taillé,
"0,865",Prie-dieu terminé d'un corps d'enfant,135205,https://agorha.inha.fr/inhaprod/ark:/54721/003135205,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0004/folder_0021/elem_0093/FR75_0016_MUS_135205_0098_low.jpg,prie-Dieu,Département des sculptures du musée du Louvre (Paris),marbre,Avant 1647,"0,47",Anguier - François - sculpteur - 1604 - 8 août 1669 - 1604 - 8 août 1669,taillé,
"1,94",Chasseur tuant un cerf,141019,https://agorha.inha.fr/inhaprod/ark:/54721/003141019,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0004/folder_0171/elem_0220/FR75_0016_MUS_141019_0285_low.jpg,groupe relié,Département des sculptures du musée du Louvre (Paris),marbre blanc,1703 - 1706,"1,795",Coustou - Nicolas - sculpteur - 8 janvier 1658 - 1er mai 1733 - 8 janvier 1658 - 1er mai 1733 - l'Aîné,taillé,
5,"Monument du cardinal François de La Rochefoucauld, ""monument Lenoir""",227343,https://agorha.inha.fr/inhaprod/ark:/54721/003227343,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0004/folder_0022/elem_0146/FR94_0001_HOS_135875_0001_low.jpg,tombeau,Hôpital (Ivry-sur-Seine),,,"2,8",,,
"0,52",Pinacle surmonté d'une figure mutilée d'ecclésiastique tenant un livre,135606,https://agorha.inha.fr/inhaprod/ark:/54721/003135606,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0004/folder_0069/elem_0056/FR75_0016_MUS_135605_0231_low.jpg,relief/fragment,Département des sculptures du musée du Louvre (Paris),marbre,1424 - 1429,"0,21",Thury - Pierre de - sculpteur - 1435 - 1435 - Actif au 1er quart du XVe siècle - Pierre de Thury,taillé,
"1,05",Epitaphe latine de René Descartes (1596-1650),228189,https://agorha.inha.fr/inhaprod/ark:/54721/003228189,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0004/folder_0108/elem_0097/FR78_0001_MUS_228189_0130_low.jpg,épitaphe,Musée national des châteaux de Versailles et de Trianon (Versailles),marbre,,"0,72",,taillé,attribué à
"0,47",Saint Charles Borromée donnant la communion à des malades de la peste (guérissant des pestiférés),136099,https://agorha.inha.fr/inhaprod/ark:/54721/003136099,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0004/folder_0108/elem_0121/FR10_0024_MUS_136099_0001_low.jpg,bas-relief,Musée des Beaux-Arts et d’Archéologie (Troyes),bronze,17e siècle,"1,92",Girardon - François - sculpteur/historien.ne de l'art/collectionneur - 17 mars 1628 - 1er septembre 1715 - 17 mars 1628 - 1er septembre 1715,,
"1,63","Charles de La Vieuville (Paris, vers 1582-Paris, 1653), surintendant des Finances",135269,https://agorha.inha.fr/inhaprod/ark:/54721/003135269,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0004/folder_0068/elem_0179/FR75_0016_MUS_135269_0246_low.jpg,statue,Département des sculptures du musée du Louvre (Paris),marbre,1658 - 1663,"1,15",Guérin - Gilles - sculpteur - Vers 1606 - 26 février 1678 - Vers 1606 - 26 février 1678,taillé,
"0,425",Fragment de sarcophage : Bacchanale,145728,https://agorha.inha.fr/inhaprod/ark:/54721/003145728,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0004/folder_0108/elem_0094/FR75_0057_MUS_145728_0003_low.jpg,bas-relief/sarcophage,Département des antiquités grecques étrusques et romaines du musée du Louvre (Paris),marbre,L'an 150 - L'an 160,,,taillé,
,"Arcature : série de cinq arcs trilobés, dont deux incomplets",223560,https://agorha.inha.fr/inhaprod/ark:/54721/003223560,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0004/folder_0172/elem_0041/FR75_0043_ADM_223560_0115_low.jpg,élément d'architecture,Ecole nationale supérieure des beaux-arts (Paris),pierre,3e quart du 13e siècle,"1,2",,taillé,
"1,48","Pierre tombale de Louis et Philippe d'Alençon (+ vers 1275), petits-fils de saint Louis",135019,https://agorha.inha.fr/inhaprod/ark:/54721/003135019,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0004/folder_0107/elem_0215/FR75_0007_MUS_135019_0062_low.jpg,dalle funéraire/haut-relief,"Musée de Cluny, Musée national du Moyen Âge (Paris)",calcaire,1279 - 1291,"1,39","Anonyme, Ile-de-France - sculpteur - 13e siècle",taillé,
"1,25",La Paix,147317,https://agorha.inha.fr/inhaprod/ark:/54721/003147317,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0004/folder_0172/elem_0021/FR75_0043_ADM_147317_0095_low.jpg,relief,Ecole nationale supérieure des beaux-arts (Paris),marbre blanc,Après 1608,"0,65",Jacquet - Mathieu - sculpteur - Vers 1545 - Vers 1611 - Vers 1545 - Vers 1611 - Grenoble - Mathieu Jacquet de,taillé,
,"Gisant du tombeau du coeur de Charles d'Anjou (+ 1285), frère de saint Louis",136046,https://agorha.inha.fr/inhaprod/ark:/54721/003136046,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0004/folder_0176/elem_0068/FR93_0001_REL_136046_0244_low.jpg,gisant/dalle funéraire,"Basilique cathédrale Saint-Denis, ancienne abbaye (Saint-Denis)",marbre blanc/marbre noir,1ère moitié du 14e siècle,,"Anonyme, Ile-de-France - sculpteur - 14e siècle",,
"1,35","Pierre de Gondi, cardinal de Retz (1532-1616)",135093,https://agorha.inha.fr/inhaprod/ark:/54721/003135093,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0004/folder_0009/elem_0122/FR75_0044_REL_135093_0009_low.jpg,statue/priant,Cathédrale Notre-Dame (Paris),marbre,17e siècle,,"Anonyme, Ile-de-France - sculpteur - 17e siècle",taillé,
,Deux chapiteaux de pilastre,223232,https://agorha.inha.fr/inhaprod/ark:/54721/003223232,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0004/folder_0172/elem_0034/FR75_0043_ADM_223232_0108_low.jpg,chapiteau,Ecole nationale supérieure des beaux-arts (Paris),marbre,18e siècle,"0,43",,taillé,
"1,5",L'Espérance agenouillée,223514,https://agorha.inha.fr/inhaprod/ark:/54721/003223514,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0004/folder_0172/elem_0040/FR75_0043_ADM_223514_0114_low.jpg,statuette,Ecole nationale supérieure des beaux-arts (Paris),pierre,18e siècle,"0,9",Lemoyne - Jean-Baptiste - sculpteur - 1679 - 1731 - 1679 - 1731 - Ier - Lemoyne - le vieux - Jean-Baptiste,taillé,
"1,27",Rangée de quatre prie-dieu ou agenouilloirs,147462,https://agorha.inha.fr/inhaprod/ark:/54721/003147462,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0004/folder_0172/elem_0105/FR95_0001_MUS_147462_0065_low.jpg,meuble religieux,Musée national de la Renaissance (Ecouen),bois,,"0,573",Anonyme français ou italien - sculpteur - Vers 1500 - Vers 1515,taillé,
"0,56","Buste rétrospectif : Nicolas-Claude Fabri de Peiresc, conseiller au Parlement de Provence (1580-1637)",135137,https://agorha.inha.fr/inhaprod/ark:/54721/003135137,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0004/folder_0022/elem_0009/FR78_0001_MUS_135137_0109_low.jpg,buste,Musée national des châteaux de Versailles et de Trianon (Versailles),marbre,Vers 1792,"0,51",Francin - Guillaume - sculpteur - 1741 - 1830 - 1741 - 1830,taillé,attribué à
"0,45",Enfant s'appuyant sur un gros coquillage,223202,https://agorha.inha.fr/inhaprod/ark:/54721/003223202,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0004/folder_0172/elem_0031/FR75_0043_ADM_223202_0105_low.jpg,sculpture,Ecole nationale supérieure des beaux-arts (Paris),pierre,18e siècle,"0,55",,,
"0,62",Antoine Chaudet (1763-1810),141966,https://agorha.inha.fr/inhaprod/ark:/54721/003141966,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0004/folder_0172/elem_0008/FR75_0043_ADM_141966_0082_low.jpg,buste,Ecole nationale supérieure des beaux-arts (Paris),marbre,Vers 1810,"0,29",Valois - Achille - sculpteur - 13 janvier 1785 - 17 décembre 1862 - 13 janvier 1785 - 17 décembre 1862 - Valois - Achille Joseph Étienne,,
68,Autel votif à Nehalennia,141107,https://agorha.inha.fr/inhaprod/ark:/54721/003141107,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0006/folder_0034/elem_0201/RES-MS-70100-MUR-GF-3_P153_OBJET_1_low.jpg,stèle/relief,Musée Art et Histoire (Bruxelles),pierre/calcaire,L'an 100 - L'an 300,33,,,
"0,65",Le martyre de saint Hippolyte,135569,https://agorha.inha.fr/inhaprod/ark:/54721/003135569,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0004/folder_0108/elem_0101/FR75_0016_MUS_135569_0271_low.jpg,haut-relief/retable,Département des sculptures du musée du Louvre (Paris),calcaire,Vers 1236,"1,95","Anonyme, Ile-de-France - sculpteur - 13e siècle",taillé,
"0,77",Retable de saint Eustache,135023,https://agorha.inha.fr/inhaprod/ark:/54721/003135023,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0004/folder_0010/elem_0072/FR93_0001_REL_135023_0041_low.jpg,retable/haut-relief,"Basilique cathédrale Saint-Denis, ancienne abbaye (Saint-Denis)",pierre,1250 - 1260,"2,17","Anonyme, Ile-de-France - sculpteur - 13e siècle",taillé,
,Crucifxion,,,,,,,,,,,
"1,33","Albert de Gondi, duc de Retz, maréchal de France (1522-1602)",135091,https://agorha.inha.fr/inhaprod/ark:/54721/003135091,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0004/folder_0009/elem_0118/FR75_0044_REL_135091_0005_low.jpg,statue/priant,Cathédrale Notre-Dame (Paris),marbre,17e siècle,,"Anonyme, Ile-de-France - sculpteur - 17e siècle",taillé,
"2,44",Un roi,135610,https://agorha.inha.fr/inhaprod/ark:/54721/003135610,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0004/folder_0021/elem_0162/FR75_0016_MUS_135610_0186_low.jpg,statue-colonne,Département des sculptures du musée du Louvre (Paris),calcaire,4e quart du 12e siècle,"0,45","Anonyme, Ile-de-France - sculpteur - 12e siècle",taillé,
,Le roi Clovis,,,,,,,,,,,
"1,53","Louis XIV enfant (Saint-Germain-en-Laye, 1638-Versailles, 1715), roi de France",135277,https://agorha.inha.fr/inhaprod/ark:/54721/003135277,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0003/folder_0143/elem_0051/FR75_0002_MUS_135277_0971_low.jpg,statue,Département des sculptures du musée du Louvre (Paris),bronze,1647,"0,67",Guillain - Simon - sculpteur - 1581 - 26 décembre 1658 - 1581 - 26 décembre 1658 - Guillain - I - Simon,,
"0,15","Inscription placée sous la statue de l'évêque de Paris, Simon Matiffas de Bucy",135517,https://agorha.inha.fr/inhaprod/ark:/54721/003135517,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0004/folder_0009/elem_0169/FR75_0044_REL_135517_0013_low.jpg,inscription/socle d'œuvre décorative,Cathédrale Notre-Dame (Paris),marbre,Après 1296,"0,9",,taillé,
2,"Anne d'Autriche (Valladolid, 1602-Paris, 1666), reine de France",135275,https://agorha.inha.fr/inhaprod/ark:/54721/003135275,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0003/folder_0241/elem_0235/FR75_0002_MUS_135275_1077_low.jpg,statue,Département des sculptures du musée du Louvre (Paris),bronze,1647,"0,5",Guillain - Simon - sculpteur - 1581 - 26 décembre 1658 - 1581 - 26 décembre 1658 - Guillain - I - Simon,,
"1,03",Dédicace de la reine Anne d'Autriche,135396,https://agorha.inha.fr/inhaprod/ark:/54721/003135396,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0003/folder_0143/elem_0070/FR75_0002_MUS_135396_0990_low.jpg,inscription/plaque commémorative,Département des sculptures du musée du Louvre (Paris),marbre blanc,Vers 1643,"0,79",Sarazin - Jacques - sculpteur/peintre - 1592 - 1660 - 1592 - 1660 - Actif au XVIIe siècle - Sarazin - I - Jacques,taillé,
"1,4","Le cardinal René de Birague (Milan, 1506-Paris, 1583), chancelier de France",135332,https://agorha.inha.fr/inhaprod/ark:/54721/003135332,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0003/folder_0143/elem_0063/FR75_0002_MUS_135332_0983_low.jpg,statue/priant,Département des sculptures du musée du Louvre (Paris),laiton,Après 1584,2,Pilon - Germain - sculpteur - 1525 - 1590 - 1525 - 1590,fonte,
"0,45",Armoiries de René de Birague,135331,https://agorha.inha.fr/inhaprod/ark:/54721/003135331,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0003/folder_0242/elem_0001/FR75_0002_MUS_135331_1093_low.jpg,relief,Département des sculptures du musée du Louvre (Paris),marbre,1573 - 1574,"0,325",Pilon - Germain - sculpteur - 1525 - 1590 - 1525 - 1590,taillé,
"0,52",Génie funéraire tenant une torche renversée,135326,https://agorha.inha.fr/inhaprod/ark:/54721/003135326,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0003/folder_0241/elem_0249/FR75_0002_MUS_135326_1091_low.jpg,statuette,Département des sculptures du musée du Louvre (Paris),marbre,1573 - 1574,"0,6",Pilon - Germain - sculpteur - 1525 - 1590 - 1525 - 1590,taillé,
"0,625","Le Christ en majesté, entouré des symboles des évangélistes et des douze apôtres sous une arcature",142143,https://agorha.inha.fr/inhaprod/ark:/54721/003142143,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0004/folder_0010/elem_0069/FR00_0001_142143_0032_low.jpg,bas-relief,"Basilique cathédrale Saint-Denis, ancienne abbaye (Saint-Denis)",pierre,Vers le 11e siècle,"2,2",Anonyme,,
"1,06",Retable de la Crucifixion,227691,https://agorha.inha.fr/inhaprod/ark:/54721/003227691,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0004/folder_0171/elem_0206/FR75_0049_MUS_227691_0032_low.jpg,plaque/retable,Département des objets d'art du musée du Louvre (Paris),cuivre,1553,"0,74",Limosin - Léonard - dessinateur/peintre-émailleur - Vers 1505 - 1575/1577 - Vers 1505 - 1575/1577,émaillé,
6,Les miracles de saint Jacques et de saint Philippe,135656,https://agorha.inha.fr/inhaprod/ark:/54721/003135656,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0004/folder_0176/elem_0095/FR75_0065_MUS_135656_0007_low.jpg,bas-relief,Localisation inconnue,plâtre,1775,,Gois - Étienne Pierre Adrien - sculpteur - 1er janvier 1731 - 3 février 1823 - 1er janvier 1731 - 3 février 1823 - Gois - Étienne-Pierre-Adrien,,
"1,06",Retable de la Résurrection,227692,https://agorha.inha.fr/inhaprod/ark:/54721/003227692,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0004/folder_0171/elem_0207/FR75_0049_MUS_227692_0033_low.jpg,plaque/retable,Département des objets d'art du musée du Louvre (Paris),cuivre,1553,"0,74",Limosin - Léonard - dessinateur/peintre-émailleur - Vers 1505 - 1575/1577 - Vers 1505 - 1575/1577,émaillé,
"0,725",Génie portant l'épée du connétable de Montmorency,226937,https://agorha.inha.fr/inhaprod/ark:/54721/003226937,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0004/folder_0172/elem_0111/FR95_0001_MUS_226937_0071_low.jpg,haut-relief,Musée national de la Renaissance (Ecouen),pierre,1550 - 1555,"0,42",Goujon - Jean - sculpteur/architecte/dessinateur - Vers 1510 - Vers 1564 - Vers 1510 - Vers 1564 - Goujon - Jehan,taillé,anciennement attribué à
"0,74",Stèle funéraire de Moschos,145712,https://agorha.inha.fr/inhaprod/ark:/54721/003145712,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0004/folder_0093/elem_0038/FR75_0016_MUS_145712_1457_low.jpg,stèle,Département des antiquités grecques étrusques et romaines du musée du Louvre (Paris),marbre,L'an 1 - L'an 100,"0,45",,taillé,
